sector,market_cap,revenue,company,company_id,n_employee,state,headoffice_address,lat,lng
Banks,775,150,CBTX INC,2724839,495,Texas TX,9 Greenway Plaza Suite 110 Houston Texas TX 77046 United States,29.732173,-95.4344614
Construction & Building Materials,774,108,OMEGA FLEX INC,891456,151,Pennsylvania PA,451 Creamery Way Exton  Pennsylvania PA 19341 United States,40.0186799,-75.6555388
Construction & Building Materials,773,528,CONTINENTAL BUILDING PRODUCTS INC,2041394,645,Virginia VA,12950 Worldgate Drive Suite 700 Herndon Virginia VA 20170 United States,38.9571594,-77.3985601
Pharmaceuticals and Biotechnology,773,213,EAGLE PHARMACEUTICALS INC,2043752,96,New Jersey NJ,50 Tice Boulevard Suite 315 Woodcliff Lake New Jersey NJ 07677 United States,41.0437916,-74.0743483
Engineering & Machinery,771,1088,OIL STATES INTERNATIONAL INC,23017,3926,Texas TX,Three Allen Center 333 Clay Street Suite 4620 Houston Texas TX 77002 United States,29.7572303,-95.3718793
Banks,771,155,NORTHFIELD BANCORP INC,1233828,368,New Jersey NJ,581 Main Street Suite 810 Woodbridge New Jersey NJ 07095 United States,40.5436059,-74.3000421
Banks,769,201,HORIZON BANCORP INC ,15055,716,Indiana IN,515 Franklin Street Michigan City  Indiana IN 46360 United States,41.7167718,-86.9022197
Banks,768,447,BANC OF CALIFORNIA INC ,883085,741,California CA,3 MacArthur Place Santa Ana  California CA 92707 United States,33.70177,-117.8648891
Transport,766,2267,WABASH NATIONAL CORP,32998,7100,Indiana IN,1000 Sagamore Parkway South Lafayette  Indiana IN 47905 United States,40.4068753,-86.8587337
Banks,766,201,CAROLINA FINANCIAL CORPORATION,2121266,773,South Carolina SC,288 Meeting Street Charleston  South Carolina SC 29401 United States,32.7850698,-79.9328678
Tobacco,764,333,TURNING POINT BRANDS INC,2455814,520,Kentucky KY,5201 Interchange Way Louisville  Kentucky KY 40229 United States,38.0938912,-85.6778246
Media & Entertainment,764,,IHEARTMEDIA INC,3058565,,Texas TX,20880 Stone Oak Parkway San Antonio  Texas TX 78258 United States,29.6475479,-98.4539842
Banks,762,199,TRUSTCO BANK CORP NY,31416,854,New York NY,5 Sarnowski Drive Glenville  New York NY 12302 United States,42.835745,-73.9337932
Pharmaceuticals and Biotechnology,762,1,STEMLINE THERAPEUTICS INC,1927877,92,New York NY,750 Lexington Avenue 11th Floor  New York NY 10022 United States,40.7626903,-73.9682642
Leisure & Hotels,761,1117,BJ'S RESTAURANTS INC ,6633,22000,California CA,7755 Center Avenue Suite 300 Huntington Beach California CA 92647 United States,33.734938,-117.9951405
Investment Companies,761,89,CORENERGY INFRASTRUCTURE TRUST INC ,823406,22,Missouri MO,1100 Walnut Suite 3350 Kansas City Missouri MO 64106 United States,39.1005283,-94.5825139
Construction & Building Materials,760,2044,FOUNDATION BUILDING MATERIALS INC (FBM),2614784,3400,California CA,2741 Walnut Avenue Suite 200 Tustin California CA 92780 United States,33.7151213,-117.8059098
Investment Companies,759,19,CENTRAL SECURITIES CORP,6253,,New York NY,630 Fifth Avenue Suite 820  New York NY 10111 United States,40.758995,-73.9772981
Pharmaceuticals and Biotechnology,758,,KRYSTAL BIOTECH INC,2705668,37,Pennsylvania PA,2100 Wharton Street Suite 701 Pittsburgh Pennsylvania PA 15203 United States,40.4300357,-79.975396
Telecommunication Services,757,8493,QWEST CORP ,49533,19000,Louisiana LA,100 CenturyLink Drive Monroe  Louisiana LA 71203 United States,32.5895496,-92.0669497
Business Services,756,152,CASS INFORMATION SYSTEMS INC,5998,1143,Missouri MO,12444 Powerscourt Drive Suite 550 Saint Louis Missouri MO 63131 United States,38.6068636,-90.4501823
Health,754,975,RADNET INC ,25059,6342,California CA,1510 Cotner Avenue Los Angeles  California CA 90025 United States,34.0493282,-118.4475925
Software & Computer Services,753,193,MOBILEIRON INC,2076663,889,California CA,415 East Middlefield Road Mountain View  California CA 94043 United States,37.3960996,-122.0561428
Banks,752,251,UNIVEST FINANCIAL CORP ,31886,841,Pennsylvania PA,14 North Main Street Post Box 197 Souderton Pennsylvania PA 18964 United States,33.0450247,-80.1147465
Health,750,,Y-MABS THERAPEUTICS INC,2917996,32,New York NY,230 Park Avenue Suite 3350  New York NY 10169 United States,40.754455,-73.9760113
Pharmaceuticals and Biotechnology,749,2,ADVERUM BIOTECHNOLOGIES INC ,2129671,82,California CA,1035 O'Brien Drive  Menlo Park California CA 94025 United States,37.4750198,-122.150235
Construction & Building Materials,744,1506,US CONCRETE INC,1685255,3301,Texas TX,331 North Main Street Euless  Texas TX 76039 United States,32.8415143,-97.0840497
Pharmaceuticals and Biotechnology,744,,AKERO THERAPEUTICS INC,3046564,8,California CA,170 Harbor Way 3rd Floor South San Francisco California CA 94080 United States,37.6529551,-122.4007776
Transport,743,3094,ARCBEST CORP ,2573,13000,Arkansas AR,8401 McClure Drive Fort Smith  Arkansas AR 72916 United States,35.3110324,-94.3400687
Pharmaceuticals and Biotechnology,743,30,INTELLIA THERAPEUTICS INC,2452561,211,Massachusetts MA,40 Erie Street Suite 130 Cambridge Massachusetts MA 02139 United States,42.3573464,-71.1046518
Oil & Gas,742,538,DELEK LOGISTICS PARTNERS LP,1901833,,Tennessee TN,7102 Commerce Way Brentwood  Tennessee TN 37027 United States,35.9708643,-86.8096138
Banks,741,,CROSSFIRST BANKSHARES INC,3069065,,Kansas KS,11440 Tomahawk Creek Parkway Leawood  Kansas KS 66211 United States,38.9217228,-94.631234
Blank Check / Shell Companies,740,,REPAY HOLDINGS CORP ,2828892,,Virginia VA,9912 Georgetown Pike Suite D203 Great Falls Virginia VA 22066 United States,38.9987586,-77.2901003
Banks,738,288,OPUS BANK,2061651,845,California CA,19900 MacArthur Boulevard 12th Floor Irvine California CA 92612 United States,33.6559949,-117.8596231
Renewable Energy,738,1030,TPI COMPOSITES INC,2500705,10600,Arizona AZ,8501 North Scottsdale Road Gainey Center II Suite 100 Scottsdale Arizona AZ 85253 United States,33.5612532,-111.9255139
Banks,733,363,AMERANT BANCORP INC ,2936606,911,Florida FL,220 Alhambra Circle Coral Gables  Florida FL 33134 United States,25.7518055,-80.2591709
Health,729,106,ANIKA THERAPEUTICS INC,2234,133,Massachusetts MA,32 Wiggins Avenue Bedford  Massachusetts MA 01730 United States,42.4803294,-71.2663544
Electronic & Electrical Equipment,727,123,IMPINJ INC,2493954,282,Washington WA,400 Fairview Avenue North Suite 1200 Seattle Washington WA 98109 United States,47.6227313,-122.3339013
Health,727,38,QUANTERIX CORP,2740610,177,Massachusetts MA,900 Middlesex Turnpike Building 1 Billerica  Massachusetts MA 01821 United States,42.526352,-71.2537325
Leisure Goods,726,1512,FITBIT INC,2297491,1694,California CA,199 Fremont Street 14th Floor San Francisco California CA 94105 United States,37.7898733,-122.3947812
Oil & Gas,725,12673,GLOBAL PARTNERS LP,732330,2500,Massachusetts MA,Post Office Box 9161 800 South Street Waltham Massachusetts MA 02454-9161 United States,42.3547248,-71.2624797
Telecommunication Services,724,6,ANTERIX INC ,831605,58,New Jersey NJ,3 Garret Mountain Plaza Suite 401 Woodland Park New Jersey NJ 07424 United States,40.9020415,-74.1888577
Information Technology Hardware,722,535,PHOTRONICS INC,24404,1575,Connecticut CT,15 Secor Road Brookfield  Connecticut CT 06804 United States,41.4258008,-73.3783114
Banks,720,223,COMMUNITY TRUST BANCORP INC ,7423,978,Kentucky KY,346 North Mayo Trail Post Office Box 2947 Pikeville Kentucky KY 41501-1492 United States,37.4859742,-82.5428903
Banks,720,231,DIME COMMUNITY BANCSHARES INC,9295,443,New York NY,300 Cadman Plaza West 8th Floor Brooklyn New York NY 11201 United States,40.6951041,-73.9911169
General Retailers,719,3846,SCANSOURCE INC,27191,2600,South Carolina SC,6 Logue Court GreenVille  South Carolina SC 29615 United States,34.8554188,-82.2467808
Private Equity,719,139,OAKTREE SPECIALTY LENDING CORP ,1072144,,California CA,333 South Grand Avenue 28th Floor Los Angeles California CA 90071 United States,34.0529315,-118.2518765
Household Products,718,2070,TUPPERWARE BRANDS CORP ,31495,12000,Florida FL,14901 South Orange Blossom Trail Orlando  Florida FL 32837 United States,28.350674,-81.389743
Pharmaceuticals and Biotechnology,718,60,MACROGENICS INC,1993117,364,Maryland MD,9704 Medical Center Drive Rockville  Maryland MD 20850 United States,39.0995537,-77.1938958
General Retailers,718,450,PETIQ INC,2682912,1452,Idaho ID,923 South Bridgeway Place Eagle  Idaho ID 83616 United States,43.6866809,-116.3514458
Pharmaceuticals and Biotechnology,717,164,RETROPHIN INC,2035010,214,California CA,3721 Valley Centre Drive Suite 200 San Diego California CA 92130 United States,32.9363981,-117.2331635
Real Estate,715,107,GLADSTONE COMMERCIAL CORP,420623,,Virginia VA,1521 Westbranch Drive Suite 100 McLean Virginia VA 22102 United States,38.9271865,-77.220711
Real Estate,715,293,RETAIL VALUE INC,2834514,,Ohio OH,3300 Enterprise Parkway Beachwood  Ohio OH 44122 United States,41.4677134,-81.4953064
Electronic & Electrical Equipment,714,1176,CIRCOR INTERNATIONAL INC,6893,4400,Massachusetts MA,30 Corporate Drive Suite 200 Burlington Massachusetts MA 01803-4238 United States,42.493765,-71.189723
Banks,713,257,BRYN MAWR BANK CORP,5233,696,Pennsylvania PA,801 Lancaster Avenue Bryn Mawr  Pennsylvania PA 19010 United States,40.0216898,-75.3180797
Speciality & Other Finance,712,975,EVERI HOLDINGS INC ,828012,1100,Nevada NV,7250 South Tenaya Way Suite 100 Las Vegas Nevada NV 89113 United States,36.0566974,-115.2514375
Media & Entertainment,710,1615,LIBERTY TRIPADVISOR HOLDINGS INC,2141759,3366,Colorado CO,12300 Liberty Boulevard Englewood  Colorado CO 80112 United States,39.5531852,-104.8457211
Transport,708,2519,GREENBRIER COMPANIES INC (THE),13863,13400,Oregon OR,One Centerpointe Drive Suite 200 Lake Oswego Oregon OR 97035 United States,45.4215405,-122.738859
Blank Check / Shell Companies,707,,CHURCHILL CAPITAL CORP II,3050057,,New York NY,640 Fifth Avenue 12th Floor  New York NY 10019 United States,40.7596112,-73.9769969
Blank Check / Shell Companies,706,,TRINITY MERGER CORP,2817023,4,Hawaii HI,55 Merchant Street Suite 1500 Honolulu Hawaii HI 96813 United States,21.3089804,-157.8636074
Pharmaceuticals and Biotechnology,705,61,CERUS CORP,6389,240,California CA,2550 Stanwell Drive Concord  California CA 94520 United States,37.985649,-122.0472546
Speciality & Other Finance,705,27623,INTL FCSTONE INC ,732161,1701,New York NY,708 Third Avenue Suite 1500  New York NY 10017 United States,40.7524167,-73.973565
General Retailers,704,2189,GENESCO INC,13056,36225,Tennessee TN,Genesco Park 1415 Murfreesboro Road Nashville Tennessee TN 37217-2895 United States,36.0149584,-86.5560692
Engineering & Machinery,703,413,THERMON GROUP HOLDINGS INC,1700986,1465,Texas TX,7171 Southwest Parkway Building 300 Suite 200 Austin Texas TX 78735 United States,30.2508065,-97.861761
Health,702,1049,HANGER INC,2978817,4850,Texas TX,10910 Domain Drive Suite 300 Austin Texas TX 78758 United States,30.3954441,-97.7269882
General Retailers,701,1550,CONNS INC,492290,4300,Texas TX,2445 Technology Forest Boulevard Suite 800 The Woodlands Texas TX 77381 United States,30.1731558,-95.4734395
Pharmaceuticals and Biotechnology,699,4,HOMOLOGY MEDICINES INC,2799227,124,Massachusetts MA,One Patriots Park Bedford  Massachusetts MA 01730 United States,42.4824488,-71.2660531
Oil & Gas,699,587,BERRY PETROLEUM CORP,2889159,322,Texas TX,16000 Dallas Parkway Suite 500 Dallas Texas TX 75248 United States,32.9668452,-96.8205806
Food Producers & Processors,695,889,SANFILIPPO(JOHN B)& SON INC,27003,1450,Illinois IL,1703 North Randall Road Elgin  Illinois IL 60123-7820 United States,42.074119,-88.3306114
Blank Check / Shell Companies,693,13,SOCIAL CAPITAL HEDOSOPHIA HOLDINGS CORP,2706117,5,California CA,120 Hawthorne Avenue Palo Alto  California CA 94301 United States,37.4460862,-122.1671101
Mining,690,1451,SUNCOKE ENERGY INC,1713614,895,Illinois IL,1011 Warrenville Road 6th Floor Suite 600 Lisle Illinois IL 60532 United States,41.8071162,-88.0742735
Electronic & Electrical Equipment,689,2541,FOSSIL GROUP INC ,12370,10800,Texas TX,901 South Central Expressway Richardson  Texas TX 75080 United States,32.9382263,-96.7449215
Wholesale Trade,689,2365,SCHNITZER STEEL INDUSTRIES INC,27251,3575,Oregon OR,299 South West Clay Street Suite 350 Post Office Box 10047 Portland Oregon OR 97296-0047 United States,45.5051064,-122.6750261
Banks,687,166,ALLEGIANCE BANCSHARES INC,2354605,569,Texas TX,8847 West Sam Houston Parkway North Suite 200 Houston Texas TX 77040 United States,29.9004003,-95.5513809
Oil & Gas,686,2222,C&J ENERGY SERVICES INC,2628236,6399,Texas TX,3990 Rogerdale Road Houston  Texas TX 77042 United States,29.7195378,-95.5607885
Publishing,685,1322,HOUGHTON MIFFLIN HARCOURT CO,2009646,3600,Massachusetts MA,125 High Street Boston  Massachusetts MA 02110 United States,42.3555144,-71.0530268
Aerospace & Defence,684,803,ASTRONICS CORP,2864,2700,New York NY,130 Commerce Way East Aurora  New York NY 14052 United States,42.75805,-78.636882
Construction & Building Materials,684,482,ARGAN INC,577415,1487,Maryland MD,One Church Street Suite 201 Rockville Maryland MD 20850 United States,39.0830899,-77.1461707
Household Products,683,768,KIMBALL INTERNATIONAL INC,17910,3127,Indiana IN,1600 Royal Street Jasper  Indiana IN 47549-1001 United States,38.4021132,-86.9206992
Electronic & Electrical Equipment,683,78,CEVA INC ,73200,341,California CA,1174 Castro Street Suite 210 Mountain View California CA 94040 United States,37.3823855,-122.0866294
Utilities - Other,683,1529,SELECT ENERGY SERVICES INC,2649311,5300,Texas TX,515 Post Oak Boulevard Suite 200 Houston Texas TX 77027 United States,29.7533436,-95.4527189
Banks,682,187,BYLINE BANCORP INC,2674295,844,Illinois IL,180 North LaSalle Street Suite 300 Chicago Illinois IL 60601 United States,41.8854872,-87.6329058
Banks,681,310,UNITED FINANCIAL BANCORP INC ,801475,770,Connecticut CT,225 Asylum Street Hartford  Connecticut CT 06103 United States,41.766935,-72.677469
Real Estate,681,6079,REALOGY HOLDINGS CORP,1895265,11400,New Jersey NJ,175 Park Avenue Madison  New Jersey NJ 07940 United States,40.7714516,-74.4227927
Engineering & Machinery,679,3522,PITNEY BOWES INC,24531,13300,Connecticut CT,3001 Summer Street Stamford  Connecticut CT 06926 United States,41.0708536,-73.5484089
Blank Check / Shell Companies,679,6,MOSAIC ACQUISITION CORP,2719684,2,New York NY,375 Park Avenue Suite 2607  New York NY 10152 United States,40.7584536,-73.9722176
Blank Check / Shell Companies,678,,GS ACQUISITION HOLDINGS CORP,2825901,1,New York NY,200 West Street   New York NY 10282 United States,40.7148544,-74.0144968
Speciality & Other Finance,677,405,RMR GROUP INC,2494009,52000,Massachusetts MA,Two Newton Place 255 Washington Street Suite 300 Newton Massachusetts MA 02458-1634 United States,42.3578929,-71.1842589
Health,676,271,ANGIODYNAMICS INC,480997,750,New York NY,14 Plaza Drive Latham  New York NY 12110 United States,42.7685049,-73.7586971
Pharmaceuticals and Biotechnology,674,1,UROGEN PHARMA LTD,2653388,78,New York NY,499 Park Avenue Suite 1200   New York NY 10022 United States,40.7626591,-73.9696518
Banks,673,259,HANMI FINANCIAL CORP,14285,635,California CA,3660 Wilshire Boulevard Penthouse Suite A Los Angeles California CA 90010 United States,34.0612141,-118.3050078
Engineering & Machinery,669,1172,ASTEC INDUSTRIES INC,2837,1626,Tennessee TN,1725 Shepherd Road Chattanooga  Tennessee TN 37421 United States,35.0367136,-85.1910232
Business Services,669,941,BARRETT BUSINESS SERVICES INC,3615,122958,Washington WA,8100 North East Parkway Drive Suite 200 Vancouver Washington WA 98662 United States,45.6556232,-122.5915259
Pharmaceuticals and Biotechnology,669,8,VOYAGER THERAPEUTICS INC,2360912,124,Massachusetts MA,75 Sidney Street Cambridge  Massachusetts MA 02139 United States,42.3615089,-71.1022842
General Retailers,667,1152,1-800-FLOWERS.COM INC,6,4785,New York NY,One Old Country Road Suite 500 Carle Place New York NY 11514 United States,40.7431535,-73.6217221
Oil & Gas,666,1106,LAREDO PETROLEUM INC ,1742907,340,Oklahoma OK,15 West Sixth Street Suite 900 Tulsa Oklahoma OK 74119 United States,36.1505037,-95.9904995
Banks,666,266,LIVE OAK BANCSHARES INC,2310671,506,North Carolina NC,1741 Tiburon Drive Wilmington  North Carolina NC 28403 United States,34.2010397,-77.9054495
Consumer Services,665,1132,ANGI HOMESERVICES INC ,1735219,4500,Colorado CO,3601 Walnut Street Suite 700 Denver Colorado CO 80205 United States,39.7688863,-104.9741547
Real Estate,665,723,WASHINGTON PRIME GROUP INC ,2071788,834,Ohio OH,180 East Broad Street Columbus  Ohio OH 43215 United States,39.9632438,-82.9958895
Pharmaceuticals and Biotechnology,665,,MORPHIC HOLDING INC,3049315,,Massachusetts MA,35 Gatehouse Drive A2 Waltham  Massachusetts MA 02451 United States,42.397098,-71.2782056
Banks,664,190,CAMDEN NATIONAL CORP,5598,634,Maine ME,Two Elm Street Post Office Box 310 Camden Maine ME 04843 United States,44.2109268,-69.0648667
Media & Entertainment,664,121,TECHTARGET INC,733262,647,Massachusetts MA,275 Grove Street Newton  Massachusetts MA 02466 United States,42.3388685,-71.2527116
Banks,664,508,HOMESTREET INC,1797061,2036,Washington WA,601 Union Street Suite 2000 Seattle Washington WA 98101 United States,47.6101545,-122.332374
Speciality & Other Finance,663,552,VIRTUS INVESTMENT PARTNERS INC,24365,577,Connecticut CT,One Financial Plaza 26th Floor Hartford Connecticut CT 06103 United States,41.7653847,-72.6734696
Investment Companies,662,56,PIMCO INCOME STRATEGY FUND II ,1020380,,New York NY,1633 Broadway New York  New York NY 10019 United States,40.7620853,-73.9846163
Insurance,662,60,GOOSEHEAD INSURANCE INC,2811156,403,Texas TX,1500 Solana Boulevard Building 4 Suite 4500 Westlake Texas TX 76262 United States,32.9829174,-97.1746485
Banks,661,205,PREFERRED BANK,830856,263,California CA,601 South Figueroa Street 48th Floor Los Angeles California CA 90017 United States,34.0508105,-118.2592862
Pharmaceuticals and Biotechnology,661,,RHYTHM PHARMACEUTICALS INC,2709871,54,Massachusetts MA,500 Boylston Street 11th Floor Boston Massachusetts MA 02116 United States,42.3506354,-71.0740118
Transport,660,2678,ATLAS AIR WORLDWIDE HOLDINGS INC,2949,3275,New York NY,2000 Westchester Avenue Purchase  New York NY 10577-2543 United States,41.0167566,-73.7111992
Electronic & Electrical Equipment,658,680,UNIVERSAL ELECTRONICS INC,31860,3707,Arizona AZ,15147 N. Scottsdale Road Suite H300 Scottsdale Arizona AZ 85254-2494 United States,33.6237681,-111.9240234
Pharmaceuticals and Biotechnology,658,,ACHILLION PHARMACEUTICALS INC,480186,56,Pennsylvania PA,1777 Sentry Parkway West VEVA Building 14 Suite 200 Blue Bell Pennsylvania PA 19422 United States,40.1326131,-75.2781733
Real Estate,658,317,READY CAPITAL CORP ,1930657,,New York NY,1140 Avenue of the Americas 7th Floor  New York NY 10036 United States,40.7561501,-73.9828819
General Retailers,658,387,QUOTIENT TECHNOLOGY INC ,2052559,877,California CA,400 Logue Avenue Mountain View  California CA 94043 United States,37.3976834,-122.050546
Leisure & Hotels,657,,TARGET HOSPITALITY CORP ,2764057,2,Texas TX,2170 Buckthorne Place Suite 440 The Woodlands Texas TX 77380-1775 United States,30.142206,-95.4705316
Pharmaceuticals and Biotechnology,648,16,THERAPEUTICSMD INC,1947734,241,Florida FL,6800 Broken Sound Parkway Northwest Third Floor Boca Raton Florida FL 33487 United States,26.4073886,-80.1161778
Transport,646,621,GREAT LAKES DREDGE & DOCK CORPORATION (Formerly known as Great Lakes Dredge & Dock Holdings Corp),13814,399,Illinois IL,2122 York Road Oak Brook  Illinois IL 60523 United States,41.8480966,-87.9306461
Electronic & Electrical Equipment,645,404,HARMONIC INC,14343,1162,California CA,4300 North First Street San Jose  California CA 95134 United States,37.4211359,-121.9610865
Automobiles & Parts,642,3629,COOPER-STANDARD HOLDINGS INC,1996267,32000,Michigan MI,39550 Orchard Hill Place Drive Novi  Michigan MI 48375 United States,42.4450851,-83.4389258
Electronic & Electrical Equipment,640,571,COMTECH TELECOMMUNICATIONS CORP,7609,1852,New York NY,68 South Service Road Suite 230 Melville New York NY 11747 United States,40.7814623,-73.4384947
Speciality & Other Finance,640,243,FIRST FOUNDATION INC,2165093,482,California CA,18101 Von Karman Avenue 7th Floor Suite 700 Irvine California CA 92612 United States,33.6800856,-117.8531673
Oil & Gas,638,73,DORCHESTER MINERALS LP,665143,31,Texas TX,3838 Oak Lawn Avenue Suite 300 Dallas Texas TX 75219 United States,32.8144645,-96.8014862
Health,635,106,LEMAITRE VASCULAR INC,892217,483,Massachusetts MA,63 Second Avenue Burlington  Massachusetts MA 01803 United States,42.4850924,-71.2244036
Steel & Other Metals,633,326,DMC GLOBAL INC ,9816,665,Colorado CO,5405 Spine Road Boulder  Colorado CO 80301 United States,40.0732366,-105.2027065
Investment Companies,628,89,OXFORD LANE CAPITAL CORP,1719853,,Connecticut CT,8 Sound Shore Drive Suite 255 Greenwich Connecticut CT 06830 United States,41.02899,-73.599721
Blank Check / Shell Companies,626,3,LEGACY ACQUISITION CORP,2730329,3,Ohio OH,1308 Race Street Suite 200 Cincinnati Ohio OH 45202 United States,39.1096093,-84.5165047
Steel & Other Metals,623,1893,CENTURY ALUMINUM CO,6334,2069,Illinois IL,One South Wacker Drive Suite 1000 Chicago Illinois IL 60606 United States,41.8794499,-87.6367134
Business Services,616,358,FORRESTER RESEARCH INC,12299,1432,Massachusetts MA,60 Acorn Park Drive Cambridge  Massachusetts MA 02140 United States,42.3982665,-71.1490059
Oil & Gas,613,2081,WHITING PETROLEUM CORP,644598,755,Colorado CO,1700 Broadway Suite 2300 Denver Colorado CO 80290-2300 United States,39.743718,-104.987085
Banks,611,295,MIDLAND STATES BANCORP INC,2461211,1100,Illinois IL,1201 Network Centre Drive Effingham  Illinois IL 62401 United States,39.14591,-88.5238599
Blank Check / Shell Companies,610,,FAR POINT ACQUISITION CORP,2826485,2,New York NY,175 Varick Street   New York NY 10014 United States,40.7274061,-74.00605
Banks,609,477,CUSTOMERS BANCORP INC,1953389,827,Pennsylvania PA,1015 Penn Avenue Suite 103 Wyomissing Pennsylvania PA 19610 United States,40.3353567,-75.9593242
Oil & Gas,603,581,W&T OFFSHORE INC,551012,282,Texas TX,Nine Greenway Plaza Suite 300 Houston Texas TX 77046-0908 United States,29.7328655,-95.4334319
Chemicals,601,1096,TREDEGAR CORP,31244,3200,Virginia VA,1100 Boulders Parkway Richmond  Virginia VA 23225 United States,37.5142478,-77.5322873
Consumer Services,600,1069,REGIS CORP,25982,20000,Minnesota MN,3701 Wayzata Boulevard  Minneapolis Minnesota MN 55439 United States,44.9687794,-93.3267062
Engineering & Machinery,596,1216,DXP ENTERPRISES INC,9787,2740,Texas TX,7272 Pinemont Houston  Texas TX 77040 United States,29.8418366,-95.5008463
Transport,594,407,TIDEWATER INC,30715,5500,Texas TX,6002 Rogerdale Road Suite 600 Houston Texas TX 77072 United States,29.7112895,-95.5611383
Media & Entertainment,591,404,QUINSTREET INC,1626063,506,California CA,950 Tower Lane 6th Floor Foster City California CA 94404 United States,37.5577976,-122.2769085
Speciality & Other Finance,588,135,ELLINGTON FINANCIAL INC ,1666094,150,Connecticut CT,53 Forest Avenue Old Greenwich  Connecticut CT 06870 United States,41.0347237,-73.5634256
Construction & Building Materials,587,1334,AEGION CORP ,16156,5350,Missouri MO,17988 Edison Avenue Chesterfield  Missouri MO 63005-1195 United States,38.6647913,-90.6335203
Electricity,584,4301,ENTERGY LOUISIANA LLC ,1336275,1713,Louisiana LA,4809 Jefferson Highway Jefferson  Louisiana LA 70121 United States,29.9567826,-90.1770216
Banks,580,230,LUTHER BURBANK CORP,2741231,278,California CA,520 Third Street Fourth Floor Santa Rosa  California CA 95401 United States,38.437371,-122.720166
Banks,577,248,TRISTATE CAPITAL HOLDINGS INC,1951137,257,Pennsylvania PA,One Oxford Centre 301 Grant Street Suite 2700 Pittsburgh Pennsylvania PA 15219 United States,40.4383265,-79.9990769
Software & Computer Services,574,2141,MAXAR TECHNOLOGIES INC ,19364,6100,Colorado CO,1300 West 120th Avenue Westminster Colorado CO 80234 United States,39.9124942,-105.0018244
Real Estate,572,2087,WILLIAM LYON HOMES,1953127,870,California CA,4695 MacArthur Court 8th Floor Newport Beach California CA 92660 United States,33.6704415,-117.8623243
General Retailers,567,2428,PARTY CITY HOLDCO INC,2237194,19900,New York NY,80 Grasslands Road Elmsford  New York NY 10523 United States,41.0753591,-73.8164504
Blank Check / Shell Companies,559,,SPARTAN ENERGY ACQUISITION CORP,2897876,2,New York NY,9 West 57th Street 43rd Floor  New York NY 10019 United States,40.7637696,-73.975023
Electronic & Electrical Equipment,557,191,NLIGHT INC,2810591,1130,Washington WA,5408 Northeast 88th Street Building E Vancouver Washington WA 98665 United States,45.6875872,-122.6173563
Business Services,553,274,INTERNATIONAL MONEY EXPRESS INC ,2606810,1025,Florida FL,9480 South Dixie Highway Miami  Florida FL 33156 United States,25.6826182,-80.3152961
Pharmaceuticals and Biotechnology,547,127,HESKA CORP,14719,347,Colorado CO,3760 Rocky Mountain Avenue Loveland  Colorado CO 80538 United States,40.4308071,-105.0004981
Banks,546,302,BANCORP INC,591579,589,Delaware DE,409 Silverside Road Suite 105 Wilmington Delaware DE 19809 United States,39.7868494,-75.4855382
Banks,544,267,FLUSHING FINANCIAL CORP,12160,480,New York NY,220 RXR Plaza Uniondale  New York NY 11556 United States,40.7193101,-73.5835187
Banks,541,,AMALGAMATED BANK,2895826,,New York NY,275 Seventh Avenue   New York NY 10001 United States,40.7455684,-73.9941599
Health,537,64,ANTARES PHARMA INC,2262,165,New Jersey NJ,100 Princeton South Suite 300 Ewing New Jersey NJ 08628 United States,40.2887546,-74.7897593
Banks,532,125,FIRST COMMUNITY BANCSHARES INC,72,519,Virginia VA,29 College Drive Post Office Box 989 Bluefield Virginia VA 24605-0989 United States,37.252617,-81.2712105
Pharmaceuticals and Biotechnology,528,,PERSONALIS INC,3046623,147,California CA,1330 O'Brien Drive Menlo Park  California CA 94025 United States,37.476058,-122.145643
Pharmaceuticals and Biotechnology,523,,VIKING THERAPEUTICS INC,2241300,18,California CA,12340 El Camino Real Suite 250 San Diego California CA 92130 United States,32.9408513,-117.2412479
Telecommunication Services,520,106,TELENAV INC,1642854,784,California CA,4655 Great America Parkway Suite 300 Santa Clara California CA 95054 United States,37.398726,-121.9767187
Real Estate,518,53,LANDMARK INFRASTRUCTURE PARTNERS LP,2166861,,California CA,2141 Rosecrans Avenue Suite 2100 Post Office Box 3429 El Segundo California CA 90245 United States,33.9027004,-118.386921
Mining,515,279,NATURAL RESOURCE PARTNERS LP,486094,57,Texas TX,1201 Louisiana Street Suite 3400 Houston Texas TX 77002 United States,29.7566361,-95.3687247
Pharmaceuticals and Biotechnology,512,,INTRA-CELLULAR THERAPIES INC,2040065,73,New York NY,430 East 29th Street Suite 900  New York NY 10016 United States,40.740191,-73.974859
Transport,510,159,DORIAN LPG LTD,2066589,69,Connecticut CT,27 Signal Road Stamford  Connecticut CT 06902 United States,41.0272149,-73.5513974
Business Services,505,210,FRANKLIN COVEY CO,12450,890,Utah UT,2200 West Parkway Boulevard Salt Lake City  Utah UT 84119-2331 United States,40.712867,-111.9490472
Renewable Energy,503,2383,RENEWABLE ENERGY GROUP INC,1790999,815,Iowa IA,416 South Bell Avenue Ames  Iowa IA 50010 United States,42.018555,-93.57351
Pharmaceuticals and Biotechnology,499,60,CYTOMX THERAPEUTICS INC,2355071,139,California CA,151 Oyster Point Boulevard Suite 400 South San Francisco California CA 94080 United States,37.6634114,-122.3948751
